suite,db,case,count,mean_seconds,median_seconds,p50_seconds,p95_seconds,min_seconds,max_seconds,ops_per_second
graph_native_lab,neo4j,case_b_shortest_path_to_label,5,0.008342500030994415,0.0073830001056194305,0.0073830001056194305,0.010251720063388347,0.006957199890166521,0.01034480007365346,119.8681445951162
graph_native_lab,postgres,case_b_shortest_path_to_label,5,4.159289080044255,6.172745899995789,6.172745899995789,7.500656040152535,0.0016512000001966953,7.627870200201869,0.2404257027475859
